city,link,price,title,location,builtArea,usableArea,bedrooms,bathrooms,floor,age,condition,garage,orientation,energyCertificate,communityExpenses,airConditioning,elevator,houseHeating,houseHeatingType,terrace,swimmingPool,swimmingPoolType,houseType,photo,latitude,longitude,geometry
0,https://www.pisos.com/alquilar/piso-can_baro08024-32548555530_100500/,1100.0,Piso en alquiler en El Guinardo,Can Baró (Distrito Horta-Guinardó. Barcelona Capital),87.0,79.0,4.0,1.0,1.0,,,,Noreste,,,,0,0,,1,0,,,https://fotos.imghs.net/l/1005/454/1005_181511211454_1_2023031312031917094.jpg,41.41766,2.172143,POINT (2.172143 41.41766)
2,https://www.pisos.com/alquilar/piso-el_higueral_palacio_de_deportes_martin_carpena2900-95029316947_500165/,1500.0,Piso en alquiler en El Higueral-Palacio de Deportes Martín Carpena,El Higueral-Palacio de Deportes Martín Carpena (Distrito Carretera de Cádiz. Málaga Capital),110.0,100.0,3.0,2.0,4.0,Entre 10 y 20 años,En buen estado,,Sur,,,Frío y calor,1,1,Eléctrica,1,1,Comunitaria,,https://fotos.imghs.net/l/500165/95029316947.500165/500165_95029316947_2_20191002103012881.jpg,,,POINT EMPTY
2,https://www.pisos.com/alquilar/piso-el_limonar_el_mayorazgo_peinado_grande29016-32543026687_106000/,1300.0,Piso en alquiler en El Limonar,El Limonar-El Mayorazgo-Peinado Grande (Distrito Este. Málaga Capital),120.0,90.0,3.0,2.0,1.0,,En buen estado,1,,,,Split salon,1,0,,1,0,,,https://fotos.imghs.net/l/1060/155/1060_NI82-3155_1_2023031006301031250.jpg,36.726546,-4.398335,POINT (-4.398335 36.726546)
2,https://www.pisos.com/alquilar/piso-el_limonar_el_mayorazgo_peinado_grande29016-32599979969_108500/,1500.0,Piso en alquiler en El Limonar-El Mayorazgo-Peinado Grande,El Limonar-El Mayorazgo-Peinado Grande (Distrito Este. Málaga Capital),90.0,80.0,2.0,2.0,,,,,,,,,1,1,Otro,1,0,,,https://fotos.imghs.net/l/1085/964/1085_AG32-993964_1_2023031011210031250.jpg,,,POINT EMPTY
2,https://www.pisos.com/alquilar/piso-el_limonar_el_mayorazgo_peinado_grande29016-33420666793_108500/,2000.0,Piso en alquiler en El Limonar-El Mayorazgo-Peinado Grande,El Limonar-El Mayorazgo-Peinado Grande (Distrito Este. Málaga Capital),123.0,85.0,2.0,2.0,,,,,Sur,,,,1,1,Otro,1,1,Comunitaria,,https://fotos.imghs.net/l/1085/463/1085_AG32-1005463_1_2023040311204331250.jpg,,,POINT EMPTY
2,https://www.pisos.com/alquilar/piso-el_limonar_el_mayorazgo_peinado_grande29016-33393666607_108500/,1500.0,Piso en alquiler en El Limonar-El Mayorazgo-Peinado Grande,El Limonar-El Mayorazgo-Peinado Grande (Distrito Este. Málaga Capital),120.0,80.0,2.0,2.0,,,,,Noroeste,,,,1,1,Otro,1,1,Comunitaria,,https://fotos.imghs.net/l/1085/854/1085_AG32-948854_1_2023040414211331250.jpg,,,POINT EMPTY
0,https://www.pisos.com/alquilar/piso-el_masnou_centro_urbano-30068959594_108900/,1700.0,Piso en alquiler en El Masnou,El Masnou,83.0,,3.0,2.0,,,A estrenar,2,Sur,,,,1,0,,1,1,Comunitaria,,https://fotos.imghs.net/l/1089/430/1089_XA643-2343A_1_2022122405163231250.jpg,41.482393,2.312081,POINT (2.312081 41.482393)
0,https://www.pisos.com/alquilar/piso-el_masnou_centro_urbano-20882372152_100200/,1200.0,Piso en alquiler en El Masnou,El Masnou,130.0,,3.0,2.0,,Más de 50 años,Reformado,,,,,,0,1,Central,0,0,,,https://fotos.imghs.net/l/1002/058/1002_498058_15_2023012418014588619.jpeg,41.482393,2.312081,POINT (2.312081 41.482393)
1,https://www.pisos.com/alquilar/piso-el_molar_el_molar-100005309726_197600/,550.0,Piso en alquiler en El Molar,El Molar,55.0,50.0,1.0,1.0,0.0,Entre 10 y 20 años,En buen estado,,Este,,,,0,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/1976/100005309726.197600/1976_100005309726_5_20230315195805605.jpg,40.735319,-3.585915,POINT (-3.585915 40.735319)
1,https://www.pisos.com/alquilar/piso-el_molar_el_molar-86738830410_197600/,650.0,Piso en alquiler en El Molar,El Molar,70.0,63.0,1.0,1.0,2.0,Entre 10 y 20 años,En buen estado,1,,,,,0,1,Gas natural,0,0,,,https://fotos.imghs.net/l/1976/86738830410.197600/1976_86738830410_4_20180818115619910.jpg,40.735319,-3.585915,POINT (-3.585915 40.735319)
1,https://www.pisos.com/alquilar/piso-el_molar_el_molar-31734073556_197600/,700.0,Piso en alquiler en El Molar,El Molar,82.0,75.0,2.0,2.0,2.0,Entre 10 y 20 años,En buen estado,1,Oeste,,,,1,1,Gas natural,0,1,Propia,,https://fotos.imghs.net/l/1976/31734073556.197600/1976_31734073556_29_20230223120357670.jpg,40.735319,-3.585915,POINT (-3.585915 40.735319)
2,https://www.pisos.com/alquilar/piso-capuchinos_la_goleta_el_molinillo_segalerva29008-7518788854_100500/,950.0,Piso en alquiler en El Molinillo-Capuchinos,Capuchinos-La Goleta-El Molinillo-Segalerva (Distrito Centro. Málaga Capital),75.0,68.0,2.0,1.0,3.0,Menos de 5 años,,1,Este,,,,1,1,,1,0,,,https://fotos.imghs.net/l/1005/162/1005_68478011162_1_2021030314031007538.jpg,36.728724,-4.42437,POINT (-4.42437 36.728724)
1,https://www.pisos.com/alquilar/piso-el_nido_la_fuente_la_ermita28981-31691971201_108900/,795.0,Piso en alquiler en El Nido,El Nido-Las Fuentes (Parla),80.0,,3.0,2.0,1.0,,En buen estado,,,,,,1,1,,1,1,,,https://fotos.imghs.net/l/1089/759/1089_XA24-65759_1_2023022720133831250.jpg,40.25496,-3.826293,POINT (-3.826293 40.25496)
0,https://www.pisos.com/alquilar/piso-el_papiol_centro_urbano-30850370192_100500/,1200.0,Piso en alquiler en El Papiol,El Papiol,98.0,,3.0,1.0,0.0,,,,,,,,0,1,,1,0,,,https://fotos.imghs.net/l/1005/447/1005_178967356447_1_2023012416011328968.jpg,41.438706,2.007361,POINT (2.007361 41.438706)
2,https://www.pisos.com/alquilar/piso-coin_centro_urbano-31692631172_108900/,850.0,Piso en alquiler en El Parral,Coín,150.0,,3.0,2.0,,,En buen estado,,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1089/179/1089_XA782-4611179_1_2023021410170831250.jpg,36.640267,-4.691149,POINT (-4.691149 36.640267)
1,https://www.pisos.com/alquilar/piso-colonia_avenida_de_meco28805-33366002891_108900/,795.0,Piso en alquiler en El Pilar - Bripac,"Colonia, Avenida de Meco (Distrito El Val. Alcalá de Henares)",100.0,,4.0,2.0,5.0,,En buen estado,,,,,,1,1,,0,0,,,https://fotos.imghs.net/l/1089/624/1089_XA24-66624_1_2023040420125831250.jpg,40.526155,-3.655565,POINT (-3.655565 40.526155)
1,https://www.pisos.com/alquilar/piso-navalcarnero_centro_urbano-31753790566_103800/,900.0,Piso en alquiler en El Pinar,Navalcarnero,89.0,,3.0,2.0,2.0,Entre 10 y 20 años,En buen estado,Con 2 garaje/s,,,,,1,1,Calefacción individual,0,1,Con piscina,,https://fotos.imghs.net/l/1038/369/1038_0760-369_1_2022051212361731250.jpg,40.189955,-3.862767,POINT (-3.862767 40.189955)
1,https://www.pisos.com/alquilar/piso-pinar_punta_galea28290-31726487900_102100/,1400.0,Piso en alquiler en El Pinar-Punta Galea,Pinar-Punta Galea (Las Rozas de Madrid),95.0,,2.0,2.0,,,En buen estado,1,,,,Frío / calor,1,1,Individual gas natural,0,1,,,https://fotos.imghs.net/l/1021/373/1021_182373_1_2023020110561331250.jpg,40.236713,-3.969381,POINT (-3.969381 40.236713)
0,https://www.pisos.com/alquilar/piso-castelldefels_el_poal-33337234233_100500/,950.0,Piso en alquiler en El Poal,El Poal (Castelldefels),60.0,50.0,1.0,1.0,1.0,,,,Sur,,,,0,1,Gas natural,1,1,Comunitaria,,https://fotos.imghs.net/l/1005/490/1005_185144656490_1_2023040609041412921.jpg,41.758809,1.837091,POINT (1.837091 41.758809)
0,https://www.pisos.com/alquilar/piso-el_poble_sec08004-32563343270_106700/,1100.0,Piso en alquiler en El Poble Sec - Parc de Montjuïc,El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital),80.0,80.0,2.0,1.0,,,En buen estado,,,,,,1,1,,0,0,,,https://fotos.imghs.net/l/1067/203/1067_IFC76024-0518028203_1_2023030110300831250.jpg,41.213554,1.725749,POINT (1.725749 41.213554)
0,https://www.pisos.com/alquilar/piso-el_poble_sec08004-28408966744_100200/,1500.0,Piso en alquiler en El Poble-sec,El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital),110.0,,1.0,1.0,,,En buen estado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1002/114/1002_524114_99_2022100318104236923.jpeg,41.372477,2.166186,POINT (2.166186 41.372477)
0,https://www.pisos.com/alquilar/piso-el_poble_sec08004-25063852888_100200/,1100.0,Piso en alquiler en El Poble-sec,El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital),59.0,,2.0,1.0,,Más de 50 años,En buen estado,,,,300,,1,1,,0,0,,,https://fotos.imghs.net/l/1002/714/1002_513714_99_2023032718030915328.jpeg,41.372477,2.166186,POINT (2.166186 41.372477)
0,https://www.pisos.com/alquilar/piso-sant_marti_el_poblenou08005-27518895653_523111/,780.0,Piso en alquiler en El Poblenou,El Poblenou (Distrito Sant Martí. Barcelona Capital),62.0,55.0,3.0,1.0,3.0,Más de 50 años,En buen estado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/523111/27518895653.523111/523111_27518895653_10_20220916195316386.jpg,41.617207,2.664695,POINT (2.664695 41.617207)
0,https://www.pisos.com/alquilar/piso-provencals_del_poblenou08018-32513735197_100500/,1400.0,Piso en alquiler en El Poblenou,Provençals del Poblenou (Distrito Sant Martí. Barcelona Capital),80.0,64.0,2.0,2.0,2.0,,,1,Sureste,,,,1,1,,1,0,,,https://fotos.imghs.net/l/1005/008/1005_1774129810008_1_2023032318031168677.jpg,41.617207,2.664695,POINT (2.664695 41.617207)
0,https://www.pisos.com/alquilar/piso-el_putxet_el_farro08022-30852229631_525423/,2100.0,Piso en alquiler en El Putxet-El Farró,El Putxet-El Farró (Distrito Sarrià-Sant Gervasi. Barcelona Capital),105.0,100.0,2.0,2.0,7.0,Entre 30 y 50 años,En buen estado,,Sureste,,,Frío y calor,1,1,Gas natural,1,0,,,https://fotos.imghs.net/l/525423/30852229631.525423/525423_30852229631_10_20230102183057906.jpg,41.407335,2.14345,POINT (2.14345 41.407335)
0,https://www.pisos.com/alquilar/piso-el_raval08001-87590617583_515865/,890.0,Piso en alquiler en El Raval,El Raval (Distrito Ciutat Vella. Barcelona Capital),55.0,50.0,2.0,1.0,0.5,,En buen estado,,Este,,Incluidos en el precio del alquiler,,0,0,,0,0,,,https://fotos.imghs.net/l/515865/87590617583.515865/515865_87590617583_3_20180907185113901.jpg,41.380223,2.168603,POINT (2.168603 41.380223)
0,https://www.pisos.com/alquilar/piso-el_raval08001-27588992612_100200/,800.0,Piso en alquiler en El Raval,El Raval (Distrito Ciutat Vella. Barcelona Capital),36.0,,2.0,1.0,5.0,Más de 50 años,A reformar,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1002/417/1002_521417_1_2023013113014519535.jpeg,41.380223,2.168603,POINT (2.168603 41.380223)
0,https://www.pisos.com/alquilar/piso-el_raval08001-31705020956_518286/,1600.0,Piso en alquiler en El Raval,El Raval (Distrito Ciutat Vella. Barcelona Capital),82.0,82.0,2.0,2.0,2.0,,En buen estado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/518286/31705020956.518286/518286_31705020956_3_20230224111922661.jpg,41.380223,2.168603,POINT (2.168603 41.380223)
0,https://www.pisos.com/alquilar/piso-el_raval08001-32530207753_100200/,1150.0,Piso en alquiler en El Raval,El Raval (Distrito Ciutat Vella. Barcelona Capital),56.0,,2.0,1.0,1.0,,En buen estado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1002/040/1002_210040_1_2023032313030757551.jpeg,41.380223,2.168603,POINT (2.168603 41.380223)
2,https://www.pisos.com/alquilar/piso-el_romeral_santa_amalia_penon-97575204158_515838/,850.0,Piso en alquiler en El Romeral-Santa Amalia-Peñón,El Romeral-Santa Amalia-Peñón (Alhaurín de la Torre),99.0,69.0,2.0,1.0,4.0,,En buen estado,1,,,,Frío y calor,0,0,,1,1,Comunitaria,,https://fotos.imghs.net/l/515838/97575204158.515838/515838_97575204158_28_20190902134039926.jpg,37.033089,-4.529095,POINT (-4.529095 37.033089)
1,https://www.pisos.com/alquilar/piso-mostoles_oeste28935-32537831874_108900/,950.0,Piso en alquiler en El Soto - Coveta,Oeste (Móstoles),95.0,,4.0,2.0,10.0,,En buen estado,,,,,,1,1,,1,0,,,https://fotos.imghs.net/l/1089/067/1089_XA24-66067_1_2023031010133931250.jpg,40.230776,-3.992427,POINT (-3.992427 40.230776)
1,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja-68353942589_179400/,2650.0,Piso en alquiler en El Soto de La Moraleja,El Soto de la Moraleja (La Moraleja),140.0,140.0,3.0,2.0,0.0,Entre 5 y 10 años,En buen estado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1794/68353942589.179400/1794_68353942589_9_20200917211344579.jpg,40.32887,-3.894808,POINT (-3.894808 40.32887)
1,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja-200283426_179400/,2400.0,Piso en alquiler en El Soto de La Moraleja,El Soto de la Moraleja (La Moraleja),150.0,150.0,3.0,2.0,0.0,Entre 30 y 50 años,En buen estado,2,Sureste,,,,0,1,Gas natural,0,1,Comunitaria,,https://fotos.imghs.net/l/1794/200283426.179400/1794_001130_foto_1_200283426_20111202201622.jpg,40.32887,-3.894808,POINT (-3.894808 40.32887)
1,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja-41612388_179400/,1600.0,Piso en alquiler en El Soto de La Moraleja,El Soto de la Moraleja (La Moraleja),120.0,120.0,2.0,2.0,0.0,,En buen estado,,,,,,0,1,Gas natural,0,0,,,https://fotos.imghs.net/l/1794/41612388.179400/1794_001957_foto_1_41612388_20100528155601.jpg,40.32887,-3.894808,POINT (-3.894808 40.32887)
1,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja-87591035706_179400/,2600.0,Piso en alquiler en El Soto de La Moraleja,El Soto de la Moraleja (La Moraleja),150.0,145.0,3.0,2.0,0.0,Entre 10 y 20 años,Reformado,1,,,,Frío y calor,0,1,Gas natural,0,1,Comunitaria,,https://fotos.imghs.net/l/1794/87591035706.179400/1794_87591035706_3_20180920121048402.jpg,40.32887,-3.894808,POINT (-3.894808 40.32887)
1,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja-243896741_179400/,3700.0,Piso en alquiler en El Soto de La Moraleja,El Soto de la Moraleja (La Moraleja),235.0,235.0,6.0,4.0,3.0,Entre 30 y 50 años,En buen estado,,,,,Frío,1,1,Contral x comunidad,1,1,Sin especificar,,https://fotos.imghs.net/l/1794/243896741.179400/1794_243896741_1_20180831121810123.jpg,40.32887,-3.894808,POINT (-3.894808 40.32887)
1,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja-794384868_179400/,5500.0,Piso en alquiler en El Soto de La Moraleja,El Soto de la Moraleja (La Moraleja),295.0,295.0,5.0,6.0,2.0,Entre 5 y 10 años,,,,,,,1,1,Ind por gas natural,1,0,,,https://fotos.imghs.net/l/1794/794384868.179400/1794_001727_foto_1_794384868_20150718090547.jpg,40.32887,-3.894808,POINT (-3.894808 40.32887)
1,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja-24243769451_179400/,3400.0,Piso en alquiler en El Soto de La Moraleja,El Soto de la Moraleja (La Moraleja),220.0,216.0,4.0,4.0,1.0,Entre 20 y 30 años,Reformado,2,Sureste,,,Frío,1,1,Gas natural,1,1,Comunitaria,,https://fotos.imghs.net/l/1794/24243769451.179400/1794_24243769451_6_20221102192842204.jpg,40.32887,-3.894808,POINT (-3.894808 40.32887)
1,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja-151810949_179400/,4800.0,Piso en alquiler en El Soto de La Moraleja,El Soto de la Moraleja (La Moraleja),345.0,345.0,5.0,6.0,1.0,Entre 30 y 50 años,Reformado,2,Sureste,,,Frío y calor,1,1,Gas natural,1,1,Comunitaria,,https://fotos.imghs.net/l/1794/151810949.179400/1794_151810949_7_20190305184408596.jpg,40.32887,-3.894808,POINT (-3.894808 40.32887)
1,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja-11708843496_179400/,2600.0,Piso en alquiler en El Soto de La Moraleja,El Soto de la Moraleja (La Moraleja),130.0,130.0,3.0,2.0,1.0,Entre 20 y 30 años,En buen estado,2,Sureste,,,Frío y calor,1,1,Gas natural,1,0,,,https://fotos.imghs.net/l/1794/11708843496.179400/1794_11708843496_1_20210216124717797.jpg,40.32887,-3.894808,POINT (-3.894808 40.32887)
1,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja28109-31727124367_100500/,3380.0,Piso en alquiler en El Soto de la Moraleja,El Soto de la Moraleja (La Moraleja),188.0,175.0,4.0,3.0,,,En buen estado,,Este,,,,1,0,,1,1,,,https://fotos.imghs.net/l/1005/307/1005_100610307_1_2023022422020605551.jpg,40.32887,-3.894808,POINT (-3.894808 40.32887)
0,https://www.pisos.com/alquilar/piso-el_torrent_ballester_can_palmer_can_batllori-32557703621_100500/,1200.0,Piso en alquiler en El Torrent Ballester-Can Palmer-Can Batllori,El Torrent Ballester-Can Palmer-Can Batllori (Viladecans),100.0,90.0,3.0,2.0,,,En buen estado,,Oeste,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1005/747/1005_96750747_1_2023030822034048598.jpg,41.414958,2.159565,POINT (2.159565 41.414958)
1,https://www.pisos.com/alquilar/piso-chamartin_el_viso28002-32551654978_996099/,6000.0,Piso en alquiler en El Viso,El Viso (Distrito Chamartín. Madrid Capital),,300.0,5.0,3.0,5.0,Entre 20 y 30 años,A estrenar,2,Suroeste,,,Frío y calor,1,1,Gas natural,1,1,Comunitaria,,https://fotos.imghs.net/l/996099/32551654978.996099/996099_32551654978_1_20230307114322264.jpg,40.447086,-3.68335,POINT (-3.68335 40.447086)
1,https://www.pisos.com/alquilar/piso-chamartin_el_viso28002-32559893652_996099/,4500.0,Piso en alquiler en El Viso,El Viso (Distrito Chamartín. Madrid Capital),283.0,283.0,4.0,3.0,4.0,Entre 30 y 50 años,Reformado,1,Sureste,,,Frío y calor,1,1,Gas natural,0,0,,,https://fotos.imghs.net/l/996099/32559893652.996099/996099_32559893652_4_20230302112242737.jpg,40.447086,-3.68335,POINT (-3.68335 40.447086)
1,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28036-30908435740_102200/,2300.0,Piso en alquiler en El Viso,Hispanoamérica (Distrito Chamartín. Madrid Capital),102.0,90.0,3.0,2.0,4.0,Más de 50 años,Reformado,,Sur|este,,,,1,1,Central,1,0,,,https://fotos.imghs.net/l/1022/000/1022_IN213-M1544A_A_1_2023011110162431250.jpg,40.447086,-3.68335,POINT (-3.68335 40.447086)
1,https://www.pisos.com/alquilar/piso-chamartin_el_viso28002-32576635737_100500/,1700.0,Piso en alquiler en El Viso,El Viso (Distrito Chamartín. Madrid Capital),90.0,80.0,2.0,2.0,,,En buen estado,,Sur,,,,1,0,,0,1,,,https://fotos.imghs.net/l/1005/893/1005_100642893_1_2023030122035962945.jpg,40.447086,-3.68335,POINT (-3.68335 40.447086)
1,https://www.pisos.com/alquilar/piso-chamartin_el_viso28036-30927022265_100500/,3799.0,Piso en alquiler en El Viso,El Viso (Distrito Chamartín. Madrid Capital),210.0,180.0,4.0,4.0,,,En buen estado,,Sur,,,,1,0,,1,0,,,https://fotos.imghs.net/l/1005/170/1005_100122170_1_2023011622012446397.jpg,40.447086,-3.68335,POINT (-3.68335 40.447086)
1,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-30068766620_102100/,2800.0,Piso en alquiler en El Viso,Castellana (Distrito Salamanca. Madrid Capital),183.0,,4.0,3.0,,,En buen estado,1,Noreste,,,Splites repartidos,1,1,Central calefacción,0,0,,,https://fotos.imghs.net/l/1021/065/1021_181065_1_2023021510554231250.jpg,40.447086,-3.68335,POINT (-3.68335 40.447086)
0,https://www.pisos.com/alquilar/piso-els_merinals08205-30055194414_100500/,780.0,Piso en alquiler en Els Merinals,Els Merinals (Sabadell),71.0,58.0,3.0,1.0,4.0,,,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1005/605/1005_176149722605_1_2022122018121244605.jpg,41.544913,2.087103,POINT (2.087103 41.544913)
0,https://www.pisos.com/alquilar/piso-els_merinals08205-30845831354_100500/,790.0,Piso en alquiler en Els Merinals,Els Merinals (Sabadell),74.0,67.0,3.0,1.0,2.0,,,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1005/605/1005_175193592605_1_2023022715020840463.jpg,41.544913,2.087103,POINT (2.087103 41.544913)
0,https://www.pisos.com/alquilar/piso-els_merinals08205-31765835438_100500/,830.0,Piso en alquiler en Els Merinals,Els Merinals (Sabadell),66.0,53.0,3.0,1.0,1.0,,,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1005/605/1005_179561222605_1_2023022710021016370.jpg,41.544913,2.087103,POINT (2.087103 41.544913)
0,https://www.pisos.com/alquilar/piso-els_molins_poble_sec_pins_vens-32598931829_106700/,1300.0,Piso en alquiler en Els Molins,Els Molins-Poble Sec-Pins Vens (Sitges),115.0,71.0,2.0,1.0,,,En buen estado,,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1067/313/1067_IFC76121-0520253313_1_2023032210181831250.jpg,41.314595,1.660091,POINT (1.660091 41.314595)
0,https://www.pisos.com/alquilar/piso-els_molins_poble_sec_pins_vens-12550613617_134500/,1350.0,Piso en alquiler en Els Molins-Poble Sec-Pins Vens,Els Molins-Poble Sec-Pins Vens (Sitges),52.0,45.0,1.0,1.0,1.0,,En buen estado,,Oeste,,,,1,1,Gas natural,1,0,,,https://fotos.imghs.net/l/1345/12550613617.134500/1345_12550613617_2_20210303124018774.jpg,41.314595,1.660091,POINT (1.660091 41.314595)
2,https://www.pisos.com/alquilar/piso-las_chapas_elviria-31703725922_108900/,1350.0,Piso en alquiler en Elvira-Cabopino,Elviria (Distrito Las Chapas. Marbella),90.0,,2.0,2.0,2.0,,En buen estado,,,,,,1,0,,1,1,,,https://fotos.imghs.net/l/1089/275/1089_XA24-65275_1_2023020316125831250.jpg,36.567866,-4.595479,POINT (-4.595479 36.567866)
2,https://www.pisos.com/alquilar/piso-las_chapas_elviria-32561398766_108900/,1350.0,Piso en alquiler en Elvira-Cabopino,Elviria (Distrito Las Chapas. Marbella),120.0,,2.0,2.0,,,En buen estado,,,,,,1,0,,1,1,,,https://fotos.imghs.net/l/1089/242/1089_XA24-66242_1_2023031716195131250.jpg,36.567866,-4.595479,POINT (-4.595479 36.567866)
2,https://www.pisos.com/alquilar/piso-las_chapas_elviria-32571967081_108400/,1500.0,Piso en alquiler en Elviria,Elviria (Distrito Las Chapas. Marbella),79.0,,2.0,2.0,,Entre 30 y 50 años,,En vía,,,,Aire acondicionado frio/calor,0,0,,1,1,Piscina comunitaria,,https://fotos.imghs.net/l/1084/422/1084_BZAAAP422_1_2023031512034931250.jpg,36.499129,-4.785479,POINT (-4.785479 36.499129)
1,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-32592863699_100200/,990.0,Piso en alquiler en Embajadores-Lavapiés,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),95.0,,1.0,1.0,,,En buen estado,,,,,,1,1,,0,0,,,https://fotos.imghs.net/l/1002/886/1002_489886_1_2023031315033304082.jpeg,40.407584,-3.700305,POINT (-3.700305 40.407584)
1,https://www.pisos.com/alquilar/piso-centro_embajadores_lavapies28012-32557365487_100500/,1550.0,Piso en alquiler en Embajadores-Lavapiés,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),82.0,70.0,1.0,1.0,,,En buen estado,,Sur,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1005/467/1005_100729467_1_2023030922030501658.jpg,40.407584,-3.700305,POINT (-3.700305 40.407584)
0,https://www.pisos.com/alquilar/piso-distrito_gracia08205-32518372612_109100/,800.0,Piso en alquiler en En El Barrio de Gracia Cerca de La Pl. del Mil.Lenari,Gràcia (Sabadell),60.0,,2.0,1.0,1.0,,,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1091/372/1091_271372_1_2023031323265231250.jpg,41.389316,2.174237,POINT (2.174237 41.389316)
1,https://www.pisos.com/alquilar/piso-la_moraleja_encinar_de_los_reyes-959195827_179400/,3400.0,Piso en alquiler en Encinar de los Reyes,Encinar de los Reyes (La Moraleja),175.0,175.0,4.0,4.0,1.0,Entre 10 y 20 años,En buen estado,2,Suroeste,,Incluidos,Frío y calor,1,1,Gas natural,1,1,Comunitaria,,https://fotos.imghs.net/l/1794/959195827.179400/1794_001857_foto_1_959195827_20111122181035.jpg,40.508515,-3.645664,POINT (-3.645664 40.508515)
1,https://www.pisos.com/alquilar/piso-ensanche_espartales_ensanche28806-33391961095_108900/,925.0,Piso en alquiler en Ensanche,Ensanche (Distrito Ensanche-Espartales. Alcalá de Henares),94.0,,3.0,2.0,1.0,,A estrenar,,,,,,1,1,,1,1,,,https://fotos.imghs.net/l/1089/559/1089_XA24-66559_1_2023040320122431250.jpg,40.501608,-3.369369,POINT (-3.369369 40.501608)
1,https://www.pisos.com/alquilar/piso-alcobendas_ensanche28100-31741587500_100500/,1680.0,Piso en alquiler en Ensanche,Ensanche (Alcobendas),120.0,100.0,3.0,2.0,,,En buen estado,,Norte,,,,1,0,,1,1,,,https://fotos.imghs.net/l/1005/367/1005_100392367_1_2023020722021022292.jpg,40.501608,-3.369369,POINT (-3.369369 40.501608)
1,https://www.pisos.com/alquilar/piso-ensanche_espartales_ensanche28806-33342254065_100500/,1500.0,Piso en alquiler en Ensanche,Ensanche (Distrito Ensanche-Espartales. Alcalá de Henares),135.0,130.0,4.0,2.0,,,En buen estado,,Oeste,,,,1,0,,1,0,,,https://fotos.imghs.net/l/1005/071/1005_101036071_1_2023040522041419618.jpg,40.501608,-3.369369,POINT (-3.369369 40.501608)
2,https://www.pisos.com/alquilar/piso-ensanche_centro_puerto29016-32501115409_516020/,1500.0,Piso en alquiler en Ensanche Centro-Puerto,Ensanche Centro-Puerto (Distrito Centro. Málaga Capital),107.0,107.0,2.0,1.0,8.0,,En buen estado,,Sur,,,,0,0,,0,0,,,https://fotos.imghs.net/l/516020/32501115409.516020/516020_32501115409_14_20230313122353706.jpg,36.717306,-4.423483,POINT (-4.423483 36.717306)
0,https://www.pisos.com/alquilar/piso-la_sagrada_familia08013-31733421809_100500/,1400.0,Piso en alquiler en Ensanche Derecho,La Sagrada Família (Distrito Eixample. Barcelona Capital),59.0,56.0,1.0,1.0,2.0,,En buen estado,No,,,,Frío,1,0,,1,0,,,,41.391607,2.173936,POINT (2.173936 41.391607)
0,https://www.pisos.com/alquilar/piso-esparreguera_centro_urbano-32586516682_101300/,550.0,Piso en alquiler en Esparreguera,Esparreguera,56.0,54.0,2.0,1.0,,,En buen estado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1013/112/1013_inmo_69066_258112_11_2023033107151631250.jpg,41.537869,1.867658,POINT (1.867658 41.537869)
