provincia;poblacion;codigopostalid;lat;lon
Córdoba;"Fuente Palmera";14112;-5.104114630;37.703235010
Córdoba;"Fuente Palmera";14113;-5.104114630;37.703235010
Córdoba;"Fuente Palmera";14115;-5.104114630;37.703235010
Córdoba;"Fuente Palmera";14120;-5.104114630;37.703235010
Córdoba;"Fuente Palmera";14129;-5.104114630;37.703235010
Córdoba;"Fuente Palmera";14210;-5.104114630;37.703235010
Córdoba;Fuente-Tójar;14815;-4.146514340;37.509745930
Córdoba;"La Granjuela";14207;-5.351673310;38.369925700
Córdoba;Guadalcázar;14130;-4.945370970;37.758462580
Córdoba;"El Guijo";14413;-4.783365130;38.496200690
Córdoba;"Hinojosa del Duque";14270;-5.148482490;38.500616160
Córdoba;Hornachuelos;14129;-5.242265810;37.831175360
Córdoba;Hornachuelos;14209;-5.242265810;37.831175360
Córdoba;Hornachuelos;14709;-5.242265810;37.831175360
Córdoba;Hornachuelos;14740;-5.242265810;37.831175360
Córdoba;Hornachuelos;14950;-5.242265810;37.831175360
Córdoba;Iznájar;14970;-4.307932360;37.257846710
Córdoba;Iznájar;14978;-4.307932360;37.257846710
Córdoba;Iznájar;14979;-4.307932360;37.257846710
Córdoba;Iznájar;18312;-4.307932360;37.257846710
Córdoba;Lucena;14199;-4.484513480;37.409014040
Córdoba;Lucena;14511;-4.484513480;37.409014040
Córdoba;Lucena;14850;-4.484513480;37.409014040
Córdoba;Lucena;14900;-4.484513480;37.409014040
Córdoba;Lucena;14911;-4.484513480;37.409014040
Córdoba;Lucena;14913;-4.484513480;37.409014040
Córdoba;Luque;14800;-4.277658520;37.559568880
Córdoba;Luque;14880;-4.277658520;37.559568880
Córdoba;Luque;14889;-4.277658520;37.559568880
Córdoba;"Montalbán de Córdoba";14548;-4.749284090;37.582732170
Córdoba;Montemayor;14520;-4.698991020;37.647472770
Córdoba;Montemayor;14530;-4.698991020;37.647472770
Córdoba;Montilla;14550;-4.637857020;37.592325580
Córdoba;Montoro;14600;-4.381308910;38.026393760
Córdoba;Monturque;14930;-4.580881840;37.473567450
Córdoba;Moriles;14510;-4.609163250;37.434989610
Córdoba;"Nueva Carteya";14852;-4.466605480;37.585538390
Córdoba;"Nueva Carteya";14857;-4.466605480;37.585538390
Córdoba;Obejo;14310;-4.800599640;38.134429990
Córdoba;Obejo;14320;-4.800599640;38.134429990
Córdoba;Obejo;14350;-4.800599640;38.134429990
Córdoba;Palenciana;14914;-4.582513860;37.248836790
Córdoba;"Palma del Río";14700;-5.285217540;37.701134990
Córdoba;"Palma del Río";14709;-5.285217540;37.701134990
Córdoba;"Palma del Río";14730;-5.285217540;37.701134990
Córdoba;"Palma del Río";14749;-5.285217540;37.701134990
Córdoba;"Pedro Abad";14630;-4.455020440;37.966376310
Córdoba;Pedroche;14412;-4.763620980;38.427951520
Córdoba;Peñarroya-Pueblonuevo;14200;-5.266109980;38.298768730
Córdoba;Posadas;14730;-5.107164050;37.800425270
Córdoba;Posadas;14739;-5.107164050;37.800425270
Córdoba;Pozoblanco;14400;-4.849580640;38.378885910
Córdoba;"Priego de Córdoba";14800;-4.191759000;37.439816180
Córdoba;"Priego de Córdoba";14811;-4.191759000;37.439816180
Córdoba;"Priego de Córdoba";14814;-4.191759000;37.439816180
Córdoba;"Priego de Córdoba";14815;-4.191759000;37.439816180
Córdoba;"Priego de Córdoba";14816;-4.191759000;37.439816180
Córdoba;"Priego de Córdoba";14817;-4.191759000;37.439816180
Córdoba;"Puente Genil";14500;-4.772252590;37.388305800
Córdoba;"Puente Genil";14512;-4.772252590;37.388305800
Córdoba;"La Rambla";14540;-4.740769680;37.608588320
Córdoba;Rute;14950;-4.370226840;37.325264310
Córdoba;Rute;14960;-4.370226840;37.325264310
Córdoba;"San Sebastián de los Ballesteros";14150;-4.825145530;37.654573880
Córdoba;Santaella;14546;-4.846626580;37.567497550
Córdoba;Santaella;14547;-4.846626580;37.567497550
Córdoba;Santaella;14549;-4.846626580;37.567497550
Córdoba;"Santa Eufemia";14491;-4.905005040;38.596082650
Córdoba;"Santa Eufemia";14941;-4.905005040;38.596082650
Córdoba;Torrecampo;14410;-4.680260450;38.474475290
Córdoba;Valenzuela;14670;-4.219358030;37.774971240
Córdoba;Valsequillo;14206;-5.351735390;38.405056360
Córdoba;"La Victoria";14140;-4.852582740;37.680813180
Córdoba;"Villa del Río";14640;-4.290930060;37.982341270
Córdoba;"Villa del Río";14940;-4.290930060;37.982341270
Córdoba;"Villafranca de Córdoba";14071;-4.545548780;37.962337960
Córdoba;"Villafranca de Córdoba";14420;-4.545548780;37.962337960
Córdoba;Villaharta;14210;-4.903088290;38.139690300
Córdoba;"Villanueva de Córdoba";14440;-4.628463110;38.322418880
Córdoba;"Villanueva del Duque";14250;-4.999454390;38.392727150
Córdoba;"Villanueva del Rey";14230;-5.150821990;38.200458170
Córdoba;Villaralto;14490;-4.984211730;38.455423190
Córdoba;"Villaviciosa de Córdoba";14300;-5.014682800;38.076372330
Córdoba;"Villaviciosa de Córdoba";14320;-5.014682800;38.076372330
Córdoba;"Villaviciosa de Córdoba";14470;-5.014682800;38.076372330
Córdoba;"El Viso";14470;-4.955491690;38.483776840
Córdoba;Zuheros;14870;-4.316498610;37.543838380
"A Coruña";Abegondo;15318;-8.288771847;43.227281060
"A Coruña";Ames;15220;-8.650328931;42.859455020
"A Coruña";Ames;15228;-8.650328931;42.859455020
"A Coruña";Ames;15229;-8.650328931;42.859455020
"A Coruña";Ames;15864;-8.650328931;42.859455020
"A Coruña";Ames;15870;-8.650328931;42.859455020
"A Coruña";Ames;15895;-8.650328931;42.859455020
"A Coruña";Aranga;15317;-8.016029386;43.234039710
"A Coruña";Ares;15623;-8.243659533;43.426559030
"A Coruña";Ares;15624;-8.243659533;43.426559030
"A Coruña";Ares;15625;-8.243659533;43.426559030
"A Coruña";Arteixo;15008;-8.505070236;43.304744740
"A Coruña";Arteixo;15140;-8.505070236;43.304744740
"A Coruña";Arteixo;15141;-8.505070236;43.304744740
"A Coruña";Arteixo;15142;-8.505070236;43.304744740
"A Coruña";Arteixo;15144;-8.505070236;43.304744740
"A Coruña";Arteixo;15690;-8.505070236;43.304744740
"A Coruña";Arzúa;15810;-8.164047253;42.926925530
"A Coruña";Arzúa;15819;-8.164047253;42.926925530
"A Coruña";Arzúa;15826;-8.164047253;42.926925530
"A Coruña";"A Baña";15839;-8.758002564;42.961897510
"A Coruña";"A Baña";15862;-8.758002564;42.961897510
"A Coruña";"A Baña";15863;-8.758002564;42.961897510
"A Coruña";Bergondo;15165;-8.234269997;43.319640680
"A Coruña";Bergondo;15166;-8.234269997;43.319640680
"A Coruña";Bergondo;15167;-8.234269997;43.319640680
"A Coruña";Bergondo;15319;-8.234269997;43.319640680
"A Coruña";Bergondo;15640;-8.234269997;43.319640680
"A Coruña";Betanzos;15300;-8.210831839;43.279113900
"A Coruña";Betanzos;15319;-8.210831839;43.279113900
"A Coruña";Boimorto;15816;-8.126833764;43.007396150
"A Coruña";Boimorto;15817;-8.126833764;43.007396150
"A Coruña";Boimorto;15818;-8.126833764;43.007396150
"A Coruña";Boiro;15930;-8.882717944;42.647057410
"A Coruña";Boiro;15937;-8.882717944;42.647057410
"A Coruña";Boiro;15938;-8.882717944;42.647057410
"A Coruña";Boiro;15939;-8.882717944;42.647057410
"A Coruña";Boiro;15990;-8.882717944;42.647057410
"A Coruña";Boiro;15991;-8.882717944;42.647057410
"A Coruña";Boiro;15992;-8.882717944;42.647057410
"A Coruña";Boqueixón;15582;-8.417213261;42.827131290
"A Coruña";Boqueixón;15881;-8.417213261;42.827131290
"A Coruña";Boqueixón;15882;-8.417213261;42.827131290
"A Coruña";Brión;15280;-8.677478542;42.866603880
"A Coruña";Brión;15839;-8.677478542;42.866603880
"A Coruña";Brión;15865;-8.677478542;42.866603880
"A Coruña";"Cabana de Bergantiños";15110;-8.929646119;43.219222930
"A Coruña";"Cabana de Bergantiños";15115;-8.929646119;43.219222930
"A Coruña";"Cabana de Bergantiños";15116;-8.929646119;43.219222930
"A Coruña";"Cabana de Bergantiños";15119;-8.929646119;43.219222930
"A Coruña";"Cabana de Bergantiños";15149;-8.929646119;43.219222930
"A Coruña";Cabanas;15611;-8.161994653;43.419551600
"A Coruña";Cabanas;15612;-8.161994653;43.419551600
"A Coruña";Cabanas;15621;-8.161994653;43.419551600
"A Coruña";Cabanas;15622;-8.161994653;43.419551600
"A Coruña";Camariñas;15121;-9.180682514;43.130206380
"A Coruña";Camariñas;15122;-9.180682514;43.130206380
"A Coruña";Camariñas;15123;-9.180682514;43.130206380
"A Coruña";Cambre;15181;-8.344703975;43.292628660
"A Coruña";Cambre;15650;-8.344703975;43.292628660
"A Coruña";Cambre;15659;-8.344703975;43.292628660
"A Coruña";Cambre;15660;-8.344703975;43.292628660
"A Coruña";Cambre;15668;-8.344703975;43.292628660
"A Coruña";Cambre;15669;-8.344703975;43.292628660
"A Coruña";Cambre;15679;-8.344703975;43.292628660
"A Coruña";"A Capela";15613;-8.068805581;43.435551770
"A Coruña";Carballo;15100;-8.689273431;43.213383720
"A Coruña";Carballo;15102;-8.689273431;43.213383720
"A Coruña";Carballo;15105;-8.689273431;43.213383720
"A Coruña";Carballo;15106;-8.689273431;43.213383720
"A Coruña";Carballo;15107;-8.689273431;43.213383720
"A Coruña";Carballo;15108;-8.689273431;43.213383720
"A Coruña";Carballo;15109;-8.689273431;43.213383720
"A Coruña";Carnota;15292;-9.087100494;42.820926690
"A Coruña";Carnota;15293;-9.087100494;42.820926690
"A Coruña";Carnota;15295;-9.087100494;42.820926690
"A Coruña";Carnota;15296;-9.087100494;42.820926690
"A Coruña";Carral;15175;-8.357073039;43.228945980
"A Coruña";Carral;15182;-8.357073039;43.228945980
"A Coruña";Carral;15183;-8.357073039;43.228945980
"A Coruña";Carral;15184;-8.357073039;43.228945980
"A Coruña";Cedeira;15347;-8.056528275;43.660627180
"A Coruña";Cedeira;15350;-8.056528275;43.660627180
"A Coruña";Cedeira;15357;-8.056528275;43.660627180
"A Coruña";Cedeira;15358;-8.056528275;43.660627180
"A Coruña";Cedeira;15359;-8.056528275;43.660627180
"A Coruña";Cedeira;15555;-8.056528275;43.660627180
"A Coruña";Cee;15138;-9.190236383;42.955664610
"A Coruña";Cee;15270;-9.190236383;42.955664610
"A Coruña";Cee;15298;-9.190236383;42.955664610
"A Coruña";Cee;15299;-9.190236383;42.955664610
"A Coruña";Cerceda;15185;-8.470884833;43.188890630
"A Coruña";Cerceda;15186;-8.470884833;43.188890630
"A Coruña";Cerceda;15187;-8.470884833;43.188890630
"A Coruña";Cerceda;15188;-8.470884833;43.188890630
"A Coruña";Cerdido;15530;-7.952454981;43.607434440
"A Coruña";Cerdido;15569;-7.952454981;43.607434440
"A Coruña";Coirós;15316;-8.165334817;43.249877130
"A Coruña";Corcubión;15130;-9.194320236;42.944392290
"A Coruña";Corcubión;15137;-9.194320236;42.944392290
"A Coruña";Coristanco;15147;-8.737103814;43.187407820
"A Coruña";Coristanco;15148;-8.737103814;43.187407820
"A Coruña";"A Coruña";15001;-8.395501936;43.371265870
"A Coruña";"A Coruña";15002;-8.395501936;43.371265870
"A Coruña";"A Coruña";15003;-8.395501936;43.371265870
"A Coruña";"A Coruña";15004;-8.395501936;43.371265870
"A Coruña";"A Coruña";15005;-8.395501936;43.371265870
"A Coruña";"A Coruña";15006;-8.395501936;43.371265870
"A Coruña";"A Coruña";15007;-8.395501936;43.371265870
"A Coruña";"A Coruña";15008;-8.395501936;43.371265870
"A Coruña";"A Coruña";15009;-8.395501936;43.371265870
"A Coruña";"A Coruña";15010;-8.395501936;43.371265870
"A Coruña";"A Coruña";15011;-8.395501936;43.371265870
"A Coruña";"A Coruña";15170;-8.395501936;43.371265870
"A Coruña";"A Coruña";15190;-8.395501936;43.371265870
"A Coruña";"A Coruña";15191;-8.395501936;43.371265870
"A Coruña";"A Coruña";15192;-8.395501936;43.371265870
"A Coruña";Culleredo;15139;-8.389336728;43.288139230
"A Coruña";Culleredo;15174;-8.389336728;43.288139230
"A Coruña";Culleredo;15180;-8.389336728;43.288139230
"A Coruña";Culleredo;15189;-8.389336728;43.288139230
"A Coruña";Culleredo;15198;-8.389336728;43.288139230
"A Coruña";Culleredo;15199;-8.389336728;43.288139230
"A Coruña";Culleredo;15670;-8.389336728;43.288139230
"A Coruña";Curtis;15310;-8.035271789;43.139131850
"A Coruña";Curtis;15379;-8.035271789;43.139131850
"A Coruña";Dodro;15916;-8.704139339;42.715718170
"A Coruña";Dodro;15981;-8.704139339;42.715718170
"A Coruña";Dodro;15982;-8.704139339;42.715718170
"A Coruña";Dumbría;15151;-9.115220511;43.009417190
"A Coruña";Dumbría;15152;-9.115220511;43.009417190
"A Coruña";Dumbría;15297;-9.115220511;43.009417190
"A Coruña";Fene;15500;-8.162579736;43.473870010
"A Coruña";Fene;15509;-8.162579736;43.473870010
"A Coruña";Fene;15520;-8.162579736;43.473870010
"A Coruña";Fene;15528;-8.162579736;43.473870010
"A Coruña";Fene;15627;-8.162579736;43.473870010
"A Coruña";Ferrol;15401;-8.233353008;43.484514270
"A Coruña";Ferrol;15402;-8.233353008;43.484514270
"A Coruña";Ferrol;15403;-8.233353008;43.484514270
"A Coruña";Ferrol;15404;-8.233353008;43.484514270
"A Coruña";Ferrol;15405;-8.233353008;43.484514270
"A Coruña";Ferrol;15406;-8.233353008;43.484514270
"A Coruña";Ferrol;15407;-8.233353008;43.484514270
"A Coruña";Ferrol;15590;-8.233353008;43.484514270
"A Coruña";Ferrol;15591;-8.233353008;43.484514270
"A Coruña";Ferrol;15592;-8.233353008;43.484514270
"A Coruña";Ferrol;15593;-8.233353008;43.484514270
"A Coruña";Ferrol;15594;-8.233353008;43.484514270
"A Coruña";Ferrol;15595;-8.233353008;43.484514270
"A Coruña";Fisterra;15153;-9.262371769;42.909082240
"A Coruña";Fisterra;15154;-9.262371769;42.909082240
"A Coruña";Fisterra;15155;-9.262371769;42.909082240
"A Coruña";Frades;15685;-8.292920031;43.035323650
"A Coruña";Frades;15686;-8.292920031;43.035323650
"A Coruña";Irixoa;15313;-8.064807436;43.284163320
"A Coruña";Laxe;15117;-9.004161508;43.217299460
"A Coruña";Laxe;15118;-9.004161508;43.217299460
"A Coruña";"A Laracha";15105;-8.582146156;43.248539170
"A Coruña";"A Laracha";15145;-8.582146156;43.248539170
"A Coruña";"A Laracha";15146;-8.582146156;43.248539170
"A Coruña";Lousame;15212;-8.865242708;42.785363230
"A Coruña";Lousame;15214;-8.865242708;42.785363230
"A Coruña";Lousame;15215;-8.865242708;42.785363230
"A Coruña";Lousame;15216;-8.865242708;42.785363230
"A Coruña";Lousame;15218;-8.865242708;42.785363230
"A Coruña";"Malpica de Bergantiños";15111;-8.811051458;43.322876240
"A Coruña";"Malpica de Bergantiños";15112;-8.811051458;43.322876240
"A Coruña";"Malpica de Bergantiños";15113;-8.811051458;43.322876240
"A Coruña";Mañón;15337;-7.705643172;43.736201300
"A Coruña";Mañón;15339;-7.705643172;43.736201300
"A Coruña";Mazaricos;15256;-8.990611861;42.936443170
"A Coruña";Mazaricos;15258;-8.990611861;42.936443170
"A Coruña";Melide;15800;-8.016573278;42.915145520
"A Coruña";Melide;15805;-8.016573278;42.915145520
"A Coruña";Melide;15809;-8.016573278;42.915145520
"A Coruña";Melide;15819;-8.016573278;42.915145520
"A Coruña";Mesía;15685;-8.238019769;43.080239140
"A Coruña";Mesía;15686;-8.238019769;43.080239140
"A Coruña";Mesía;15689;-8.238019769;43.080239140
"A Coruña";Miño;15608;-8.204914958;43.347300340
"A Coruña";Miño;15630;-8.204914958;43.347300340
"A Coruña";Miño;15635;-8.204914958;43.347300340
"A Coruña";Miño;15639;-8.204914958;43.347300340
"A Coruña";Moeche;15563;-8.015440303;43.561830280
"A Coruña";Moeche;15564;-8.015440303;43.561830280
"A Coruña";Monfero;15315;-8.055871064;43.334371190
"A Coruña";Monfero;15609;-8.055871064;43.334371190
"A Coruña";Monfero;15617;-8.055871064;43.334371190
"A Coruña";Monfero;15619;-8.055871064;43.334371190
"A Coruña";Mugardos;15620;-8.254980506;43.460444670
"A Coruña";Mugardos;15626;-8.254980506;43.460444670
"A Coruña";Mugardos;15627;-8.254980506;43.460444670
"A Coruña";Muxía;15124;-9.216836117;43.104416580
"A Coruña";Muxía;15125;-9.216836117;43.104416580
"A Coruña";Muxía;15126;-9.216836117;43.104416580
"A Coruña";Muros;15240;-9.057648569;42.774324290
"A Coruña";Muros;15250;-9.057648569;42.774324290
"A Coruña";Muros;15259;-9.057648569;42.774324290
"A Coruña";Muros;15284;-9.057648569;42.774324290
"A Coruña";Muros;15290;-9.057648569;42.774324290
"A Coruña";Muros;15291;-9.057648569;42.774324290
"A Coruña";Narón;15540;-8.192446569;43.501142680
"A Coruña";Narón;15541;-8.192446569;43.501142680
"A Coruña";Narón;15570;-8.192446569;43.501142680
"A Coruña";Narón;15572;-8.192446569;43.501142680
"A Coruña";Narón;15573;-8.192446569;43.501142680
"A Coruña";Narón;15577;-8.192446569;43.501142680
"A Coruña";Narón;15578;-8.192446569;43.501142680
"A Coruña";Narón;15587;-8.192446569;43.501142680
"A Coruña";Narón;15596;-8.192446569;43.501142680
"A Coruña";Neda;15510;-8.156859128;43.501146910
"A Coruña";Neda;15577;-8.156859128;43.501146910
"A Coruña";Neda;15579;-8.156859128;43.501146910
"A Coruña";Negreira;15830;-8.736008167;42.909780920
"A Coruña";Negreira;15838;-8.736008167;42.909780920
"A Coruña";Negreira;15839;-8.736008167;42.909780920
"A Coruña";Negreira;15863;-8.736008167;42.909780920
"A Coruña";Noia;15200;-8.887824814;42.785198460
"A Coruña";Noia;15210;-8.887824814;42.785198460
"A Coruña";Noia;15211;-8.887824814;42.785198460
"A Coruña";Noia;15213;-8.887824814;42.785198460
"A Coruña";Noia;15218;-8.887824814;42.785198460
"A Coruña";Oleiros;15171;-8.317119147;43.333050840
"A Coruña";Oleiros;15172;-8.317119147;43.333050840
"A Coruña";Oleiros;15173;-8.317119147;43.333050840
"A Coruña";Oleiros;15176;-8.317119147;43.333050840
"A Coruña";Oleiros;15177;-8.317119147;43.333050840
"A Coruña";Oleiros;15178;-8.317119147;43.333050840
"A Coruña";Oleiros;15179;-8.317119147;43.333050840
"A Coruña";Ordes;15680;-8.407692908;43.076623630
"A Coruña";Ordes;15684;-8.407692908;43.076623630
"A Coruña";Ordes;15685;-8.407692908;43.076623630
"A Coruña";Ordes;15687;-8.407692908;43.076623630
"A Coruña";Ordes;15689;-8.407692908;43.076623630
"A Coruña";Oroso;15684;-8.441861917;42.968771120
"A Coruña";Oroso;15688;-8.441861917;42.968771120
"A Coruña";Oroso;15888;-8.441861917;42.968771120
"A Coruña";Ortigueira;15330;-7.854611111;43.684694440
"A Coruña";Ortigueira;15332;-7.854611111;43.684694440
"A Coruña";Ortigueira;15338;-7.854611111;43.684694440
"A Coruña";Ortigueira;15339;-7.854611111;43.684694440
"A Coruña";Ortigueira;15340;-7.854611111;43.684694440
"A Coruña";Ortigueira;15349;-7.854611111;43.684694440
"A Coruña";Ortigueira;15367;-7.854611111;43.684694440
"A Coruña";Ortigueira;15368;-7.854611111;43.684694440
"A Coruña";Outes;15230;-8.908353033;42.842869190
"A Coruña";Outes;15236;-8.908353033;42.842869190
"A Coruña";Outes;15237;-8.908353033;42.842869190
"A Coruña";Outes;15239;-8.908353033;42.842869190
"A Coruña";Outes;15286;-8.908353033;42.842869190
"A Coruña";Outes;15287;-8.908353033;42.842869190
"A Coruña";Outes;15288;-8.908353033;42.842869190
"A Coruña";Paderne;15314;-8.173536814;43.285558920
"A Coruña";Paderne;15319;-8.173536814;43.285558920
"A Coruña";Padrón;15900;-8.660410600;42.737327170
"A Coruña";Padrón;15910;-8.660410600;42.737327170
"A Coruña";Padrón;15914;-8.660410600;42.737327170
"A Coruña";Padrón;15915;-8.660410600;42.737327170
"A Coruña";Padrón;15917;-8.660410600;42.737327170
"A Coruña";Padrón;15980;-8.660410600;42.737327170
"A Coruña";"O Pino";15821;-8.362484344;42.904897250
"A Coruña";"O Pino";15823;-8.362484344;42.904897250
"A Coruña";"O Pino";15824;-8.362484344;42.904897250
"A Coruña";"O Pino";15825;-8.362484344;42.904897250
"A Coruña";"O Pino";15887;-8.362484344;42.904897250
"A Coruña";"A Pobra do Caramiñal";15940;-8.939010739;42.603234530
"A Coruña";"A Pobra do Caramiñal";15948;-8.939010739;42.603234530
"A Coruña";"A Pobra do Caramiñal";15949;-8.939010739;42.603234530
"A Coruña";Ponteceso;15110;-8.900697261;43.243253080
"A Coruña";Ponteceso;15114;-8.900697261;43.243253080
"A Coruña";Pontedeume;15600;-8.171862778;43.407908790
"A Coruña";Pontedeume;15607;-8.171862778;43.407908790
"A Coruña";Pontedeume;15608;-8.171862778;43.407908790
"A Coruña";Pontedeume;15609;-8.171862778;43.407908790
"A Coruña";Pontedeume;15614;-8.171862778;43.407908790
"A Coruña";"As Pontes de García Rodríguez";15320;-7.852924319;43.450914140
"A Coruña";"As Pontes de García Rodríguez";15324;-7.852924319;43.450914140
"A Coruña";"As Pontes de García Rodríguez";15325;-7.852924319;43.450914140
"A Coruña";"As Pontes de García Rodríguez";15326;-7.852924319;43.450914140
"A Coruña";"As Pontes de García Rodríguez";15327;-7.852924319;43.450914140
"A Coruña";"As Pontes de García Rodríguez";15328;-7.852924319;43.450914140
"A Coruña";"As Pontes de García Rodríguez";15329;-7.852924319;43.450914140
"A Coruña";"As Pontes de García Rodríguez";15582;-7.852924319;43.450914140
"A Coruña";"Porto do Son";15218;-9.006363639;42.724619340
"A Coruña";"Porto do Son";15970;-9.006363639;42.724619340
"A Coruña";"Porto do Son";15978;-9.006363639;42.724619340
"A Coruña";"Porto do Son";15979;-9.006363639;42.724619340
"A Coruña";"Porto do Son";15994;-9.006363639;42.724619340
"A Coruña";"Porto do Son";15995;-9.006363639;42.724619340
"A Coruña";"Porto do Son";15996;-9.006363639;42.724619340
"A Coruña";"Porto do Son";15998;-9.006363639;42.724619340
"A Coruña";"Porto do Son";15999;-9.006363639;42.724619340
"A Coruña";Rianxo;15920;-8.818353433;42.651980570
"A Coruña";Rianxo;15928;-8.818353433;42.651980570
"A Coruña";Rianxo;15983;-8.818353433;42.651980570
"A Coruña";Rianxo;15984;-8.818353433;42.651980570
"A Coruña";Rianxo;15985;-8.818353433;42.651980570
"A Coruña";Ribeira;15950;-8.993336922;42.554916680
"A Coruña";Ribeira;15959;-8.993336922;42.554916680
"A Coruña";Ribeira;15960;-8.993336922;42.554916680
"A Coruña";Ribeira;15965;-8.993336922;42.554916680
"A Coruña";Ribeira;15966;-8.993336922;42.554916680
"A Coruña";Ribeira;15967;-8.993336922;42.554916680
"A Coruña";Ribeira;15968;-8.993336922;42.554916680
"A Coruña";Ribeira;15969;-8.993336922;42.554916680
"A Coruña";Ribeira;15993;-8.993336922;42.554916680
"A Coruña";Rois;15281;-8.690322783;42.760754140
"A Coruña";Rois;15282;-8.690322783;42.760754140
"A Coruña";Rois;15911;-8.690322783;42.760754140
"A Coruña";Rois;15912;-8.690322783;42.760754140
"A Coruña";Rois;15913;-8.690322783;42.760754140
"A Coruña";Rois;15980;-8.690322783;42.760754140
"A Coruña";Sada;15160;-8.250528678;43.359422240
"A Coruña";Sada;15168;-8.250528678;43.359422240
"A Coruña";Sada;15169;-8.250528678;43.359422240
"A Coruña";"San Sadurniño";15560;-8.072793347;43.532785180
"A Coruña";"San Sadurniño";15561;-8.072793347;43.532785180
"A Coruña";"San Sadurniño";15562;-8.072793347;43.532785180
"A Coruña";"San Sadurniño";15576;-8.072793347;43.532785180
"A Coruña";"San Sadurniño";15580;-8.072793347;43.532785180
"A Coruña";"San Sadurniño";15598;-8.072793347;43.532785180
"A Coruña";"Santa Comba";15837;-8.820120408;43.036538090
"A Coruña";"Santa Comba";15840;-8.820120408;43.036538090
"A Coruña";"Santa Comba";15841;-8.820120408;43.036538090
"A Coruña";"Santa Comba";15845;-8.820120408;43.036538090
"A Coruña";"Santa Comba";15846;-8.820120408;43.036538090
"A Coruña";"Santa Comba";15847;-8.820120408;43.036538090
"A Coruña";"Santa Comba";15848;-8.820120408;43.036538090
"A Coruña";"Santa Comba";15860;-8.820120408;43.036538090
"A Coruña";"Santa Comba";15861;-8.820120408;43.036538090
"A Coruña";"Santiago de Compostela";15688;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15701;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15702;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15703;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15704;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15705;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15706;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15707;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15820;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15884;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15890;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15891;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15892;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15893;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15896;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15897;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15898;-8.546107172;42.879999540
"A Coruña";"Santiago de Compostela";15899;-8.546107172;42.879999540
"A Coruña";Santiso;15808;-8.038877669;42.846112120
"A Coruña";Sobrado;15813;-8.022187808;43.040318520
"A Coruña";Sobrado;15814;-8.022187808;43.040318520
"A Coruña";Sobrado;15815;-8.022187808;43.040318520
"A Coruña";"As Somozas";15565;-7.943973281;43.534783280
"A Coruña";"As Somozas";15566;-7.943973281;43.534783280
"A Coruña";"As Somozas";15567;-7.943973281;43.534783280
"A Coruña";"As Somozas";15568;-7.943973281;43.534783280
"A Coruña";Teo;15866;-8.549002886;42.795054740
"A Coruña";Teo;15883;-8.549002886;42.795054740
"A Coruña";Teo;15886;-8.549002886;42.795054740
"A Coruña";Teo;15894;-8.549002886;42.795054740
"A Coruña";Toques;15806;-7.972861119;42.967378300
"A Coruña";Tordoia;15683;-8.552053811;43.088391880
"A Coruña";Tordoia;15684;-8.552053811;43.088391880
"A Coruña";Tordoia;15689;-8.552053811;43.088391880
"A Coruña";Touro;15822;-8.303804081;42.867138740
"A Coruña";Touro;15823;-8.303804081;42.867138740
"A Coruña";Touro;15824;-8.303804081;42.867138740
"A Coruña";Touro;15828;-8.303804081;42.867138740
"A Coruña";Trazo;15686;-8.517338283;43.026629650
"A Coruña";Trazo;15687;-8.517338283;43.026629650
"A Coruña";Valdoviño;15542;-8.143475986;43.606855350
"A Coruña";Valdoviño;15543;-8.143475986;43.606855350
"A Coruña";Valdoviño;15550;-8.143475986;43.606855350
"A Coruña";Valdoviño;15551;-8.143475986;43.606855350
"A Coruña";Valdoviño;15552;-8.143475986;43.606855350
"A Coruña";Valdoviño;15553;-8.143475986;43.606855350
"A Coruña";Valdoviño;15554;-8.143475986;43.606855350
"A Coruña";"Val do Dubra";15871;-8.656218314;43.026599780
"A Coruña";"Val do Dubra";15872;-8.656218314;43.026599780
"A Coruña";"Val do Dubra";15873;-8.656218314;43.026599780
"A Coruña";"Val do Dubra";15874;-8.656218314;43.026599780
"A Coruña";Vedra;15880;-8.482097794;42.776616820
"A Coruña";Vedra;15881;-8.482097794;42.776616820
"A Coruña";Vedra;15885;-8.482097794;42.776616820
"A Coruña";Vilasantar;15807;-8.121643083;43.072831440
"A Coruña";Vilarmaior;15615;-8.130038039;43.354769270
